,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1011,2024-02-16,2109.4449785284473,2018.283532317614,2132.742445888659,2109.4449785284473,2109.4449785284473,-31.233413692646998,-31.233413692646998,-31.233413692646998,5.20950779278263,5.20950779278263,5.20950779278263,-36.44292148542963,-36.44292148542963,-36.44292148542963,0.0,0.0,0.0,2078.2115648358003
1012,2024-02-20,2117.4655151279253,2025.477169682336,2142.2500859615448,2117.4655151279253,2117.4655151279253,-30.999510165320757,-30.999510165320757,-30.999510165320757,5.101488579722389,5.101488579722389,5.101488579722389,-36.10099874504314,-36.10099874504314,-36.10099874504314,0.0,0.0,0.0,2086.4660049626045
1013,2024-02-21,2119.470649277795,2034.581136459781,2145.216520857546,2119.470649277795,2119.470649277795,-30.73183448557081,-30.73183448557081,-30.73183448557081,4.79569871197834,4.79569871197834,4.79569871197834,-35.52753319754915,-35.52753319754915,-35.52753319754915,0.0,0.0,0.0,2088.7388147922243
1014,2024-02-22,2121.4757834276643,2034.105821752202,2149.7944392026257,2121.4757834276643,2121.4757834276643,-28.793432465136757,-28.793432465136757,-28.793432465136757,5.995762585999189,5.995762585999189,5.995762585999189,-34.78919505113595,-34.78919505113595,-34.78919505113595,0.0,0.0,0.0,2092.6823509625274
1015,2024-02-23,2123.480917577534,2036.6947967380725,2151.1237721751377,2123.480917577534,2123.480917577534,-28.69839820006058,-28.69839820006058,-28.69839820006058,5.209507792767328,5.209507792767328,5.209507792767328,-33.90790599282791,-33.90790599282791,-33.90790599282791,0.0,0.0,0.0,2094.7825193774734
1016,2024-02-26,2129.4963200271422,2038.6727450982282,2158.2631931001592,2129.4963200271422,2129.4963200271422,-28.33648449410025,-28.33648449410025,-28.33648449410025,2.327622029628346,2.327622029628346,2.327622029628346,-30.66410652372859,-30.66410652372859,-30.66410652372859,0.0,0.0,0.0,2101.159835533042
1017,2024-02-27,2131.501454177012,2049.4796116392686,2161.8147935255824,2131.501454177012,2131.501454177012,-24.374541404990705,-24.374541404990705,-24.374541404990705,5.10148857972639,5.10148857972639,5.10148857972639,-29.476029984717094,-29.476029984717094,-29.476029984717094,0.0,0.0,0.0,2107.126912772021
1018,2024-02-28,2133.5065883268812,2056.220790103164,2166.0401692121204,2133.5065883268812,2133.5065883268812,-23.486025559226075,-23.486025559226075,-23.486025559226075,4.79569871198076,4.79569871198076,4.79569871198076,-28.281724271206837,-28.281724271206837,-28.281724271206837,0.0,0.0,0.0,2110.020562767655
1019,2024-02-29,2135.511722476751,2056.353969547282,2173.7249601294693,2135.511722476751,2135.511722476751,-21.11222212633422,-21.11222212633422,-21.11222212633422,5.995762586002227,5.995762586002227,5.995762586002227,-27.10798471233645,-27.10798471233645,-27.10798471233645,0.0,0.0,0.0,2114.399500350417
1020,2024-03-01,2137.5168566266207,2060.4699825573266,2173.382727682089,2137.5168566266207,2137.5168566266207,-20.76987703937927,-20.76987703937927,-20.76987703937927,5.2095077927624995,5.2095077927624995,5.2095077927624995,-25.97938483214177,-25.97938483214177,-25.97938483214177,0.0,0.0,0.0,2116.746979587241
1021,2024-03-04,2143.532259076229,2065.5195344286594,2177.290098665288,2143.532259076229,2143.532259076229,-20.732895263883744,-20.732895263883744,-20.732895263883744,2.3276220296294023,2.3276220296294023,2.3276220296294023,-23.060517293513143,-23.060517293513143,-23.060517293513143,0.0,0.0,0.0,2122.7993638123453
1022,2024-03-05,2145.537393226098,2075.1712442924004,2187.799402946236,2145.537393226098,2145.537393226098,-17.185946600735008,-17.185946600735008,-17.185946600735008,5.101488579714909,5.101488579714909,5.101488579714909,-22.287435180449915,-22.287435180449915,-22.287435180449915,0.0,0.0,0.0,2128.351446625363
1023,2024-03-06,2147.542527375968,2077.3399669222595,2188.2765609506764,2147.542527375968,2147.542527375968,-16.828389645986714,-16.828389645986714,-16.828389645986714,4.795698711986039,4.795698711986039,4.795698711986039,-21.624088357972756,-21.624088357972756,-21.624088357972756,0.0,0.0,0.0,2130.7141377299813
1024,2024-03-07,2149.5476615258376,2074.614295303982,2189.0696424430184,2149.5476615258376,2149.5476615258376,-15.072539480245283,-15.072539480245283,-15.072539480245283,5.995762585989474,5.995762585989474,5.995762585989474,-21.068302066234757,-21.068302066234757,-21.068302066234757,0.0,0.0,0.0,2134.4751220455923
